Insult,Date,Comment,Usage
0,20120527181939Z,"""I'm not saying there is anything intrinsically wrong with the idea but to have a smug faced gimp like Grayling who has never done an hoonet days work in his life is just a bit hard to swallow.\n\nHow about the glib twats in Parliament show their willingness to adopt Camiknickers ""we're all in it together"" and do some Community work themselves?\n\nHmmm. Fat chance of that.""",PublicTest
0,20120620033127Z,"""I spilled details about her riding my dick?\n\nAnd what I said is my woman wouldn't let him sniff her panties when he said he wanted to fuck.""",PrivateTest
0,20120619041650Z,"""That is one fine-ass hairy black man! I could eat HIS ass all damn day! His bod needs a tongue bath desperately!!""",PublicTest
0,20120612073430Z,"""Yea but you are a dad you have an excuse to watch this stuff and not feel bad :)""",PrivateTest
1,20120620022059Z,"""fuck ya news people saying aint got my lil girl dumb fuck's she is with us and them story's r two different story's dumb pussy's fuck all ya mother fuckers making us look bad and saying it waz facebook bust no dumb fuck's it waz a song that got us in this shit so fuck them two news cast people... get ya shit straight b4 ya post dumb mother fucker's .""",PrivateTest
0,20120612053314Z,"""I hope someone you love commits a crime and gets beaten to death for it. Not out of spite, though. Just so you can learn to accept it unconditionally.""",PrivateTest
0,20120618202340Z,"""Brazil is the future of this hemisphere, and women are the future of Brazil.""",PrivateTest
0,20120529032809Z,"""it wasn't long ago that our friend John Axford was dealing cellular phones... dude needs his own movie.""",PrivateTest
1,20120320214045Z,"""Shut up and go back to your liberal cluster-f_u_c_k.\xa0 Your boyfriends are waiting for you.""",PrivateTest
0,20120619182808Z,"""blueprint\n\nYou are in error if you think many at the Telegraph think the bank bail outs were a good thing. And was it not the socialist moron Brown who bailed them out?""",PrivateTest
0,20120620113944Z,"""We take it you are an atheist then?""",PublicTest
1,20120620134247Z,"""You are an idiot""",PrivateTest
0,20120528221527Z,"""You get a like for that one.\n\nThanks for showing some class.""",PrivateTest
1,20120320172108Z,"""DUMB BITCH..!! DUMB BITCH..!! DUMB BITCH..!! DUMB BITCH..!! \n\nWhat an oppa's slut you are..""",PrivateTest
1,20120528145331Z,"""Yet here you are, posting. Hypocrite.""",PrivateTest
0,,"""Being able to blow up the world 100 times over doesn't make anyone more secure than being able to blow it up 10 times over. """,PrivateTest
0,20120527182716Z,"""I am not buying into this much. Indians are missing a ton, got three bad outings against a red hot team.""",PrivateTest
0,20120502211625Z,"""Megapixel =/= Picture Quality! \nLCD>LED in terms of power comsumption on smartphones.\nColors fidelity LCD>LED you argue about blacks and you forget all the other colors.""",PublicTest
0,20120610014555Z,"""Never mentioned race moron.  It's a high crime area no matter what race you might be....""",PrivateTest
0,20120530145501Z,"""Funny thing is, both MSU and OSU have owned UofM in basketball and football in the last decade.""",PublicTest
0,20120527190952Z,"""I have said this before, but I will say it again. When I was riding shotgun on a helicopter, I never saw one white soldier refuse to be airlifted out because my pilot was black. I never saw one black man who had blood a different color than mine, and I never held the hand of a soldier who was dying who wasn't a man I was proud to call my brother, regardless of skin color.\xa0\n\nRacists who think that God color-coded human beings so they\xa0wouldn't have to judge each man for his character and actions are ignorant, unChristian fools.\n\nI'm not a fan of Dys, but given the number of people who post here who act as if their skin color made them better than others, I am glad he made a point of Foster's color.""",PrivateTest
0,20120515164211Z,"""You are going hog wild pinning...  :)  thank you.""",PrivateTest
1,20120620013030Z,"""If only YOUR mind was a couple of molecules less simple so you could be literate enough to spell a single simple word.....correctly!""",PrivateTest
1,20120502200317Z,"""Wow-- you are truly an idiot. Just shut up.  You know nothing.""",PrivateTest
0,20120529164007Z,"""Not their fault but reason enough!""",PublicTest
0,20120620170448Z,"""Looks like you are the Alpha Dog here.""",PrivateTest
0,20120612015659Z,"""way to describe over half the things on your favorite OS""",PrivateTest
0,20120619113034Z,"""Ben Rose is a hot little fucker in every way.""",PublicTest
0,20120529223149Z,"""That really sucks you can't enter is your not a north armerican scum, fuck the terms and conditions I'm entering any way even if I have no chance of winning.""",PrivateTest
1,20120528145612Z,"""You're calling ME stupid? Um...o..k.....""",PrivateTest
0,20120610073359Z,"""I was not shock when he stated that iy was his White House instead of the peoples house because he really believe that he's the superior to all the other Presidents and he's the only one according to him and the way he thinks is the only President that is doing right for us the citizens which of course is not true. He's a sad man to believe that he's so superior and above above all the other Presidents. He always have to be bouncing up and down the stairs like a spring chicken and always have to try and be hip with the greeting hugs and the flapping of chest to chest with the hand shake to top it off. Many times he speaks in a preaching tone of voice and wants to sound like the late Dr King, the truth is all he needs is some one on podium with him to play the organ. The man is an actor and really belong in Hollywood  no wonder he always hangs with the Hollywood crowds and he pretends to be a rock star. Like he stated 'my White House, I wonder what will comes out his mouth next. Oh he also stated that the private sector is doing fine. It's sad that many in theses United States are having a hard time and suffering and he has no clue nor really could care less as long as he has a place to stay and 3 square meals every day and in his White House as he stated.. Oh by the way have you all notice that everything that is going on is not his fault but it's the fault of everyone else but him, according to him he's doing a great job and everyone else is doing a lousy job, in other words he's 100% perfect without any flaws more that the master that created these heaven and earth and created every thing within it's borders, the I say he must be powerful so much more that God. Well time will tell as usual.""",PublicTest
0,20120620123522Z,"""Who is preventing you from praying?""",PublicTest
0,20120529042347Z,"""82 million people. about 2.5 to 4 million participated in the Arab Spring revolution... little math here but you're still a minority at the voting booth.""",PrivateTest
0,,"""@ShonaliIt is interesting the varying sentiments on this issue. I agree...for professionals, it's a non-option. For others...why are you on Twitter...a very public platform...anyway?? Use email!""",PrivateTest
0,20120530031638Z,"""BRUINS!!!!!!!!!!!!!!!!!!!!!!!!!!!""",PrivateTest
0,20120618194851Z,"""seems to be working like it's on steroids eg very well.""",PrivateTest
0,,"""I can asure you putting a cap on benefits would make a lot of folks bringing more kids into a workless/workshy family to use their head for once. If i was british and knew i could earn so much sitting on my arse all day playing video games while eating fish and chips, go to the pub later and then go in with the misses and make more babies would i want to work to earn money??? em.....em.....em.........""",PrivateTest
0,,"""@Dan_tm @skywaker9 (David) and we kept him on the hook for the next however long?""",PrivateTest
1,20120529051338Z,"""Anyone who says you-know-what is a fucking jerk.""",PrivateTest
0,20120529132853Z,"""such a sweet post. I love the wedding photos!\xa0 you are as beautiful now as you were then. \xa0 Glad you had such a wonderful day.\xa0 :)""",PrivateTest
1,20120620094850Z,"""Suck my dick""",PrivateTest
0,20120619035941Z,"""this law is going to be overturned, for reasons of constitutionality soon... prohibition now!!!""",PrivateTest
0,,"""That is ridiculous.\\xc2\\xa0 You clearly have no knowledge of why gay people want to marry.\\xc2\\xa0 Marriage has nothing to do with the bible.\\xc2\\xa0 Marriage is a contract that protects the individuals involved.""",PrivateTest
1,20120609201819Z,"""* YOU'RE SO LAME *\n\xa0\xa0GET DA FUCK OUTTA HERE FAG BOY !!!!!""",PrivateTest
0,20120530083953Z,"""Be a war the first quarter..I think the thunder know they over matched when the made their run and got answered""",PublicTest
0,20120609183738Z,"""So why are the democrats still blaming Bush? Still blaming the GOP for obstructing, when the GOP are the only ones passing Legislation? Blaming the GOP for forcing the President's hand on Keystone XL when it was 89-10 and 435-0 to pass that bill?""",PrivateTest
0,,"""^TRUTH \\xc2\\xa0niggas still going platinum so I dont want to hear bootlegging killed your album. You album didnt sell cause its wack.""",PrivateTest
0,20120611173749Z,"""Thanks for killing Michael Jackson white people.\xa0 YOU ARE THE REAL DEVILS!""",PublicTest
0,,"""Obama has spent more in 3 years than Bush did in 8. Budget chief Jeffrey Zients is full of BS.If I wanted to watch a horse's ass drop a load of dung, I'd go out to the farm.""",PrivateTest
1,20120529142155Z,"""You are so nieve.""",PrivateTest
0,20120620003726Z,"""I was gonna post the same shit.""",PrivateTest
0,,"""I've always been a Cisse fan, welcome back to the EPL.""",PrivateTest
0,20120610120542Z,"""IT also show that\xa0gangs\xa0have easy access to jobs within th city, and are protected by all the rules of employment with the city. \xa0Here's an idea, drug\xa0distribution\xa0by city employees who are involved in drug gangs using city vehicles and taking advantage of city\xa0security\xa0systems\xa0to avoid\xa0detection. Not as far fetched as it might seem at first.\xa0Like\xa0""sqeegee kids"" but with a dental plan.""",PrivateTest
0,,"""People are saying this will give you a heart attack?! HAHA idiots.... maybe if you attempted it every day! Having a crack at it will cause you no harm. Even the guy that has had three attempts - thats over a six month period. People always have to find a negative. I'd have a go.... i'd fail and have a laugh about it.""",PrivateTest
0,20120527160033Z,"""My imoression is that Clint and Natasha had something once but were now just friends and comrades.""",PublicTest
